Id,Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil,NombreCliente,NombreProducto,Town,State
4842,7,2019,1,1206,1454554,1232,1,18.24,0,0.0,1,DANY,Panque Nuez 255g BIM 1232,2160 IGUALA,GUERRERO
4843,9,2019,1,1221,2392676,1232,1,18.24,0,0.0,1,YOLANDA,Panque Nuez 255g BIM 1232,2160 IGUALA,GUERRERO
4844,3,2019,1,1105,1481187,1220,3,22.92,0,0.0,3,FARMACIAS LEYVAS S A DE C V,Colchones 6p 130g BIM 1220,2160 IGUALA,GUERRERO
4845,5,2019,1,2102,4452807,30572,6,37.5,0,0.0,6,NO IDENTIFICADO,Barritas Fresa 67g Prom MTB MLA 30572,2160 IGUALA,GUERRERO
4846,6,2019,1,1208,2101137,1238,1,9.83,0,0.0,1,CASA CLAUDIO,Panquecito Gota Choc 2p 140g BIM 1238,2160 IGUALA,GUERRERO
4847,7,2019,1,1101,1417992,1238,12,117.96,0,0.0,12,ABARROTES CASA REZA S A  DE C V,Panquecito Gota Choc 2p 140g BIM 1238,2160 IGUALA,GUERRERO
4848,7,2019,1,1101,1417992,1238,12,117.96,0,0.0,12,ABARROTES CASA REZA S A DE C V,Panquecito Gota Choc 2p 140g BIM 1238,2160 IGUALA,GUERRERO
4849,9,2019,1,1203,789157,1238,1,9.83,0,0.0,1,ROSY,Panquecito Gota Choc 2p 140g BIM 1238,2160 IGUALA,GUERRERO
4850,4,2019,1,2801,2329587,40886,5,28.8,0,0.0,5,LUPE,Marias 170g SP CU LAR 40886,2160 IGUALA,GUERRERO
4851,5,2019,1,2812,4679646,36610,13,10.01,0,0.0,13,NO IDENTIFICADO,Bolsa Mini Rocko 40p 13g CU MLA 36610,2160 IGUALA,GUERRERO
4852,7,2019,1,1101,974413,48417,2,9.16,0,0.0,2,DQK,Bran Frut Fresa 48g BIM 48417,2160 IGUALA,GUERRERO
4853,3,2019,1,1205,130338,1250,2,15.28,0,0.0,2,MISCELANEA TANIA,Donas Azucar 4p 105g BIM 1250,2160 IGUALA,GUERRERO
4854,4,2019,1,1213,4623719,1250,2,15.28,0,0.0,2,NO IDENTIFICADO,Donas Azucar 4p 105g BIM 1250,2160 IGUALA,GUERRERO
4855,3,2019,1,1211,6118601,46772,14,124.88,0,0.0,14,ERNESTINA,Pan Molido 210g BIM 46772,2160 IGUALA,GUERRERO
4856,6,2019,1,1204,2448513,46772,8,71.36,0,0.0,8,LA RANA SABIA,Pan Molido 210g BIM 46772,2160 IGUALA,GUERRERO
4857,5,2019,1,1213,1961540,1278,10,45.0,0,0.0,10,MARY,Nito 1p 62g BIM 1278,2160 IGUALA,GUERRERO
4858,9,2019,1,1103,8127188,1278,24,108.0,0,0.0,24,EREN,Nito 1p 62g BIM 1278,2160 IGUALA,GUERRERO
4859,9,2019,1,1220,2110783,1278,70,315.0,0,0.0,70,ANDREA ESTRELLA,Nito 1p 62g BIM 1278,2160 IGUALA,GUERRERO
4860,3,2019,1,1221,590381,1150,1,13.96,0,0.0,1,LA BAJADITA,Medias Noches 8p 340g BIM 1150,2160 IGUALA,GUERRERO
4861,4,2019,1,1217,287553,1150,1,13.96,0,0.0,1,MIRIAM,Medias Noches 8p 340g BIM 1150,2160 IGUALA,GUERRERO
4862,9,2019,1,1205,1283255,4910,3,26.76,0,0.0,3,GUADALUPANA,Empanizador Crujiente 175g BIM 4910,2160 IGUALA,GUERRERO
4863,7,2019,1,4407,323223,31588,1,11.53,0,0.0,1,LOMITA,Suavicremas Vainilla 237g MTA MLA 31588,2160 IGUALA,GUERRERO
4864,7,2019,1,1003,1419529,2665,20,320.0,0,0.0,20,DANIEL,Tostada Ondulada Tubo 30p 360g Cj MR 2665,2160 IGUALA,GUERRERO
4865,6,2019,1,2105,2359437,31507,1,6.25,0,0.0,1,YARENI,Polvoron 6p 113g MTB MLA 31507,2160 IGUALA,GUERRERO
4866,3,2019,1,1215,291700,1212,2,16.76,0,0.0,2,CHELO,Roles Canela 2p 120g BIM 1212,2160 IGUALA,GUERRERO
4867,5,2019,1,1219,1715215,1212,2,16.76,0,0.0,2,JOGE JAIR,Roles Canela 2p 120g BIM 1212,2160 IGUALA,GUERRERO
4868,6,2019,1,1206,1550104,1212,1,8.38,0,0.0,1,EL ANGEL,Roles Canela 2p 120g BIM 1212,2160 IGUALA,GUERRERO
4869,6,2019,1,2811,445337,43316,1,8.15,1,8.15,0,DAYSI,Submarinos Vainilla 3p 105g SP MTA MLA 43316,2160 IGUALA,GUERRERO
4870,8,2019,1,2804,293390,35305,2,12.5,0,0.0,2,BELLA VISTA,Barritas Fresa 75g Prom MTB MLA 35305,2160 IGUALA,GUERRERO
4871,5,2019,4,4901,4528884,40447,2,21.6,0,0.0,2,NO IDENTIFICADO,Tortillinas 12p 310g TR 40447,2160 IGUALA,GUERRERO
4872,6,2024,1,4510,4398567,1242,1,7.64,0,0.0,1,NO IDENTIFICADO,Donitas Espolvoreadas 6p 105g BIM 1242,2170 PUERTO ESCONDIDO,OAXACA
4873,3,2024,1,4509,2331115,41938,4,39.64,0,0.0,4,MISCELANEA CHUY,Mantecadas Nuez 123g BIM 41938,2170 PUERTO ESCONDIDO,OAXACA
4874,4,2024,1,1207,451769,1240,2,16.76,0,0.0,2,MARYFELY,Mantecadas Vainilla 4p 125g BIM 1240,2170 PUERTO ESCONDIDO,OAXACA
4875,9,2024,1,1006,297398,1160,36,678.96,0,0.0,36,LEONARDO RAMOS COLMENAREZ,Bimbollos 8p 450g BIM 1160,2170 PUERTO ESCONDIDO,OAXACA
4876,3,2024,1,1209,1734153,3631,2,32.7,0,0.0,2,ABARROTES PERLITA,Pan Integral 370g BIM 3631,2170 PUERTO ESCONDIDO,OAXACA
4877,4,2024,1,1001,449694,1146,1,21.39,0,0.0,1,LAS JOYAS,Pan Integral 675g BIM 1146,2170 PUERTO ESCONDIDO,OAXACA
4878,6,2024,1,1107,300533,1284,10,30.2,0,0.0,10,ZULY,Rebanada 2p 55g BIM 1284,2170 PUERTO ESCONDIDO,OAXACA
4879,6,2024,1,1203,1276016,1284,10,30.2,0,0.0,10,DOMI,Rebanada 2p 55g BIM 1284,2170 PUERTO ESCONDIDO,OAXACA
4880,3,2024,4,6604,2391833,30575,47,263.67,0,0.0,47,MI BODEGA POCHUTLA,Barritas Pina 67g Prom MTB MLA 30575,2170 PUERTO ESCONDIDO,OAXACA
4881,4,2024,1,1105,8429860,48417,18,82.44,0,0.0,18,GUZMAN,Bran Frut Fresa 48g BIM 48417,2170 PUERTO ESCONDIDO,OAXACA
4882,9,2024,1,1206,1623271,48417,1,4.58,0,0.0,1,EL PEQUEÑO,Bran Frut Fresa 48g BIM 48417,2170 PUERTO ESCONDIDO,OAXACA
4883,3,2024,1,1103,2268953,1250,4,30.56,0,0.0,4,MISCELANEA ANDY,Donas Azucar 4p 105g BIM 1250,2170 PUERTO ESCONDIDO,OAXACA
4884,5,2024,1,4416,1284321,43066,1,9.63,0,0.0,1,IMANOL,Pay Pina 1p 85g MTB MLA 43066,2170 PUERTO ESCONDIDO,OAXACA
4885,6,2024,1,1103,2268953,1278,24,108.0,0,0.0,24,MISCELANEA ANDY,Nito 1p 62g BIM 1278,2170 PUERTO ESCONDIDO,OAXACA
4886,5,2024,1,1205,1676391,1278,20,90.0,0,0.0,20,MISCELANEA EL MORENO,Nito 1p 62g BIM 1278,2170 PUERTO ESCONDIDO,OAXACA
4887,3,2024,1,1204,2400995,1182,1,13.94,0,0.0,1,CASETA DEL HOSPITAL,Tostado 210g CU BIM 1182,2170 PUERTO ESCONDIDO,OAXACA
4888,9,2024,4,6604,2398042,8931,16,184.0,0,0.0,16,OXXO XESTAL,Medias Noches Conveniencia 290g BIM 8931,2170 PUERTO ESCONDIDO,OAXACA
4889,6,2024,1,4410,4520674,43147,3,13.62,0,0.0,3,NO IDENTIFICADO,Dalmata 1p 55g MTB MLA 43147,2170 PUERTO ESCONDIDO,OAXACA
4890,4,2024,1,4416,448206,35516,4,21.84,0,0.0,4,2 JUANITAS,Canapinas 95g SP MTA LAR 35516,2170 PUERTO ESCONDIDO,OAXACA
4891,7,2024,1,2818,4477532,35516,1,5.46,0,0.0,1,NO IDENTIFICADO,Canapinas 95g SP MTA LAR 35516,2170 PUERTO ESCONDIDO,OAXACA
4892,3,2024,1,4416,463848,32873,8,50.0,0,0.0,8,DIANA,Canapinas 140g SP MTA LAR 32873,2170 PUERTO ESCONDIDO,OAXACA
4893,6,2054,1,1127,1150667,1242,7,53.48,0,0.0,7,JUAN ARMANDO MANZANO GARCIA,Donitas Espolvoreadas 6p 105g BIM 1242,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4894,6,2054,1,1234,4337918,1242,4,30.56,0,0.0,4,NO IDENTIFICADO,Donitas Espolvoreadas 6p 105g BIM 1242,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4895,3,2054,1,1022,671151,1125,11,105.6,0,0.0,11,EFRAIN MEDINA CORDOVA,Tortillinas 10p 255g TR 1125,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4896,3,2054,1,1237,369983,1125,3,28.8,0,0.0,3,ENRIQUE LABRADATOVAR,Tortillinas 10p 255g TR 1125,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4897,3,2054,1,1250,370158,1125,2,19.2,0,0.0,2,ROSA MARIA VEGA HERNANDEZ,Tortillinas 10p 255g TR 1125,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4898,4,2054,1,1238,1682493,1125,2,19.2,0,0.0,2,FLORA,Tortillinas 10p 255g TR 1125,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4899,9,2054,1,1235,283204,1125,1,9.6,0,0.0,1,MA GUADALUPE MUNGIA,Tortillinas 10p 255g TR 1125,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4900,5,2054,1,1232,1214161,1129,3,52.8,2,35.2,1,MARIA GUADALUPE SANTANA PALMA,Tortillinas 20p 510g TR 1129,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4901,8,2054,1,1232,1330826,1129,1,17.6,0,0.0,1,JAVIER,Tortillinas 20p 510g TR 1129,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4902,7,2054,1,1231,369938,41938,4,39.64,0,0.0,4,TENDAJON,Mantecadas Nuez 123g BIM 41938,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4903,3,2054,1,1128,218014,1064,1,16.67,0,0.0,1,4 ESQUINAS,Panque Marmol 255g BIM 1064,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4904,5,2054,1,1122,665609,1064,1,16.67,0,0.0,1,MARINO RICO TOVAR,Panque Marmol 255g BIM 1064,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4905,9,2054,1,1123,1199473,1240,6,50.28,0,0.0,6,LUXY,Mantecadas Vainilla 4p 125g BIM 1240,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4906,6,2054,1,1238,712032,1240,3,25.14,0,0.0,3,MA CONCEPCION VALLE LUNA,Mantecadas Vainilla 4p 125g BIM 1240,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4907,7,2054,1,1252,2018885,1240,2,16.76,0,0.0,2,OLIVA,Mantecadas Vainilla 4p 125g BIM 1240,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4908,3,2054,1,1126,282707,31423,1,10.69,0,0.0,1,ALMA,Donas Azucar Tubo 10p 158g BIM 31423,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4909,9,2054,1,1124,282976,31423,1,10.69,1,10.69,0,LA PLACITA,Donas Azucar Tubo 10p 158g BIM 31423,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4910,5,2054,1,1231,4603082,1160,1,18.86,0,0.0,1,NO IDENTIFICADO,Bimbollos 8p 450g BIM 1160,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4911,5,2054,1,1123,1199473,1230,1,16.67,0,0.0,1,LUXY,Panque Pasas 255g BIM 1230,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4912,4,2054,1,2830,1583085,43285,5,26.4,0,0.0,5,FELIPA,Gansito 1p 50g MTB MLA 43285,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4913,4,2054,1,1245,4247674,3631,1,16.35,0,0.0,1,NO IDENTIFICADO,Pan Integral 370g BIM 3631,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4914,5,2054,1,1254,4629859,3631,1,16.35,0,0.0,1,NO IDENTIFICADO,Pan Integral 370g BIM 3631,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4915,9,2054,1,1027,1123392,1146,2,42.78,0,0.0,2,JORGE TORRE MORALES,Pan Integral 675g BIM 1146,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4916,6,2054,1,1249,1037152,1284,3,9.06,0,0.0,3,ALAMEDA,Rebanada 2p 55g BIM 1284,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4917,5,2054,1,1246,283024,1238,2,19.66,0,0.0,2,ALVAREZ,Panquecito Gota Choc 2p 140g BIM 1238,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4918,3,2054,1,2111,817079,31310,2,12.5,0,0.0,2,MERCEDES RICO OROZCO,Canelitas 90g MTB MLA 31310,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4919,4,2054,1,2822,823866,31310,2,12.5,0,0.0,2,HERRERIA,Canelitas 90g MTB MLA 31310,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4920,3,2054,1,2113,2342887,30575,3,18.75,0,0.0,3,CARMELO GONZALEZ GONZALEZ,Barritas Pina 67g Prom MTB MLA 30575,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4921,3,2054,1,1234,2289284,2233,4,79.76,0,0.0,4,ABARROTES JORGE,Pan Blanco 640g BIM 2233,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4922,7,2054,1,1023,4551032,2233,5,99.7,0,0.0,5,NO IDENTIFICADO,Pan Blanco 640g BIM 2233,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4923,4,2054,1,1128,205552,48417,1,4.58,0,0.0,1,OFELIA,Bran Frut Fresa 48g BIM 48417,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4924,4,2054,1,1243,1283215,1250,1,7.64,0,0.0,1,OFELIA,Donas Azucar 4p 105g BIM 1250,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4925,9,2054,1,1231,2281281,1250,8,61.12,0,0.0,8,JAVIER PEREZ RODRIGUEZ,Donas Azucar 4p 105g BIM 1250,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4926,9,2054,1,1254,2439248,1250,1,7.64,1,7.64,0,ABARROTES RIVERA,Donas Azucar 4p 105g BIM 1250,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4927,8,2054,1,1124,282387,1216,1,8.38,0,0.0,1,ABARROTES ALEJANDRO,Roles Glass 2p 135g BIM 1216,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4928,5,2054,1,2011,671151,37058,6,45.0,0,0.0,6,EFRAIN MEDINA CORDOVA,Choco Roles 2p 80g MTA MLA 37058,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4929,7,2054,1,2823,662656,43084,0,0.0,1,8.15,0,NOE,Submarinos Chocolate 3p 105g SP MTA MLA 43084,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4930,4,2054,1,2015,375176,43064,5,40.75,0,0.0,5,MARIA ISABEL PENA,Submarinos Fresa 3p 105g SP MTA MLA 43064,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4931,7,2054,1,2015,1008322,43069,1,7.41,0,0.0,1,SANDY,Pinguinos 2p 80g MTA MLA 43069,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4932,7,2054,1,2111,283043,43058,2,18.7,0,0.0,2,CRISTINA ORTIZ,Sponch 8p 120g MTB MLA 43058,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4933,5,2054,1,1124,282851,1212,5,41.9,0,0.0,5,VINOS FIESTA II,Roles Canela 2p 120g BIM 1212,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4934,3,2054,1,5021,2289285,4245,1,10.48,0,0.0,1,LILIA,Conchas 2p 120g TR 4245,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4935,5,2054,1,1022,665609,6469,1,14.26,0,0.0,1,MARINO RICO TOVAR,Totopos 280g DH 6469,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4936,3,2054,1,1246,4233353,2425,4,18.0,0,0.0,4,NO IDENTIFICADO,Nito 1p 62g Central BIM 2425,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4937,5,2054,1,1250,2205371,2425,5,22.5,0,0.0,5,EL FILTRO,Nito 1p 62g Central BIM 2425,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4938,9,2054,1,4511,1973724,35305,15,93.75,0,0.0,15,GALDINA,Barritas Fresa 75g Prom MTB MLA 35305,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4939,3,2054,1,5024,218132,32861,2,10.92,0,0.0,2,ABTS Y CREMERIA JOSE,Chocochispas 80g SP MTA LAR 32861,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4940,4,2054,1,5022,282203,32861,4,21.84,0,0.0,4,VAZQUEZ BARRERA,Chocochispas 80g SP MTA LAR 32861,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4941,5,2054,1,1234,4324797,47840,6,48.0,0,0.0,6,NO IDENTIFICADO,Tortilla Hna RB 10p 260g DH 47840,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4942,9,2054,1,2826,1292668,35309,2,12.5,0,0.0,2,MARGARITA,Barritas Pina 75g Prom MTB MLA 35309,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4943,6,2054,1,2011,283043,31586,4,40.56,0,0.0,4,CRISTINA ORTIZ,Suavicremas Fresa 158g SP MTA MLA 31586,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4944,8,2054,1,2824,4554365,40930,8,49.2,0,0.0,8,NO IDENTIFICADO,Triki Trakes 8p 69g Prom MTB MLA 40930,2174 SAN MIGUEL DE ALLENDE,GUANAJUATO
4945,6,2214,1,1205,1063907,1242,2,15.28,0,0.0,2,SONIA,Donitas Espolvoreadas 6p 105g BIM 1242,2393 MERIDA SUR,YUCATÁN
4946,4,2214,1,1206,2231426,1129,2,35.2,0,0.0,2,LA BENDICION,Tortillinas 20p 510g TR 1129,2393 MERIDA SUR,YUCATÁN
4947,6,2214,1,1206,1648280,41938,2,19.82,0,0.0,2,LA BENDICION DE DIOS,Mantecadas Nuez 123g BIM 41938,2393 MERIDA SUR,YUCATÁN
4948,8,2214,1,1105,306564,41938,3,29.73,0,0.0,3,EL DIVINO REDENTOR,Mantecadas Nuez 123g BIM 41938,2393 MERIDA SUR,YUCATÁN
4949,5,2214,1,1201,2388674,1240,1,8.38,0,0.0,1,DICONSA SEDESOL,Mantecadas Vainilla 4p 125g BIM 1240,2393 MERIDA SUR,YUCATÁN
4950,8,2214,1,1208,1888001,1240,3,25.14,0,0.0,3,LA CAPILLA,Mantecadas Vainilla 4p 125g BIM 1240,2393 MERIDA SUR,YUCATÁN
4951,7,2214,1,1104,302889,31423,1,10.69,0,0.0,1,WENDYS,Donas Azucar Tubo 10p 158g BIM 31423,2393 MERIDA SUR,YUCATÁN
4952,5,2214,1,5001,8356974,9217,10,90.0,0,0.0,10,VILLAMAGNA SALCHICHONERIA,Cuernitos Famili Pack 3p 150g TR 9217,2393 MERIDA SUR,YUCATÁN
4953,6,2214,1,1009,307143,1146,1,21.39,0,0.0,1,MARY S,Pan Integral 675g BIM 1146,2393 MERIDA SUR,YUCATÁN
4954,8,2214,1,1217,120536,1146,1,21.39,0,0.0,1,FARMA PRONTO MAYA,Pan Integral 675g BIM 1146,2393 MERIDA SUR,YUCATÁN
4955,4,2214,1,1110,305568,1238,1,9.83,0,0.0,1,GONZALEZ,Panquecito Gota Choc 2p 140g BIM 1238,2393 MERIDA SUR,YUCATÁN
4956,6,2214,1,1208,4407533,1238,2,19.66,1,9.83,1,NO IDENTIFICADO,Panquecito Gota Choc 2p 140g BIM 1238,2393 MERIDA SUR,YUCATÁN
4957,5,2214,1,1220,4457868,35651,1,7.5,0,0.0,1,NO IDENTIFICADO,Madalenas 3p 93g BIM 35651,2393 MERIDA SUR,YUCATÁN
4958,7,2214,1,1219,303229,35651,2,15.0,0,0.0,2,LA 1A DE MULSAY,Madalenas 3p 93g BIM 35651,2393 MERIDA SUR,YUCATÁN
4959,6,2214,1,1105,309546,3270,3,31.41,0,0.0,3,LA ROSITA 2,Conchas Vainilla 2p 120g BIM 3270,2393 MERIDA SUR,YUCATÁN
4960,3,2214,1,4514,305659,2233,1,19.94,0,0.0,1,LA TERESITA,Pan Blanco 640g BIM 2233,2393 MERIDA SUR,YUCATÁN
4961,5,2214,1,1009,1483422,2233,193,3848.42,0,0.0,193,CASA SANTOS LUGO S A DE C V,Pan Blanco 640g BIM 2233,2393 MERIDA SUR,YUCATÁN
4962,5,2214,1,1009,1483422,2233,193,3848.42,0,0.0,193,CASA SANTOS LUGO S A  DE C V,Pan Blanco 640g BIM 2233,2393 MERIDA SUR,YUCATÁN
4963,6,2214,1,1004,7899868,2233,1,19.94,0,0.0,1,LA PRINCESITA,Pan Blanco 640g BIM 2233,2393 MERIDA SUR,YUCATÁN
4964,5,2214,1,1205,1204089,1250,1,7.64,0,0.0,1,LOS 4 HERMANOS,Donas Azucar 4p 105g BIM 1250,2393 MERIDA SUR,YUCATÁN
4965,6,2214,1,1211,303258,1250,2,15.28,0,0.0,2,LA BENDICION DE DIOS,Donas Azucar 4p 105g BIM 1250,2393 MERIDA SUR,YUCATÁN
4966,3,2214,1,1101,1652738,1309,1,6.76,0,0.0,1,SUPER WILLYS TECOH,Bimbunuelos 4p 66g BIM 1309,2393 MERIDA SUR,YUCATÁN
4967,3,2214,1,1105,309570,1309,1,6.76,0,0.0,1,VERONICA,Bimbunuelos 4p 66g BIM 1309,2393 MERIDA SUR,YUCATÁN
4968,5,2214,1,1108,886083,1309,2,13.52,0,0.0,2,EMMANUEL,Bimbunuelos 4p 66g BIM 1309,2393 MERIDA SUR,YUCATÁN
4969,6,2214,1,1107,27787,1309,2,13.52,0,0.0,2,SAN ANTONIO,Bimbunuelos 4p 66g BIM 1309,2393 MERIDA SUR,YUCATÁN
4970,8,2214,1,1205,2010904,46772,5,44.6,0,0.0,5,YULI,Pan Molido 210g BIM 46772,2393 MERIDA SUR,YUCATÁN
4971,3,2214,1,4511,3964792,1109,2,30.02,0,0.0,2,NO IDENTIFICADO,Pan Blanco Chico 360g BIM 1109,2393 MERIDA SUR,YUCATÁN
4972,5,2214,1,1201,2164690,1109,1,15.01,0,0.0,1,SAN ROMAN,Pan Blanco Chico 360g BIM 1109,2393 MERIDA SUR,YUCATÁN
4973,6,2214,1,1012,8308115,1109,10,150.1,0,0.0,10,REY LEON,Pan Blanco Chico 360g BIM 1109,2393 MERIDA SUR,YUCATÁN
4974,7,2214,1,1219,1495475,1109,4,60.04,0,0.0,4,EL PARQUESITO,Pan Blanco Chico 360g BIM 1109,2393 MERIDA SUR,YUCATÁN
4975,4,2214,1,1206,4347200,1278,4,18.0,0,0.0,4,NO IDENTIFICADO,Nito 1p 62g BIM 1278,2393 MERIDA SUR,YUCATÁN
4976,6,2214,1,1217,4313611,1278,4,18.0,0,0.0,4,NO IDENTIFICADO,Nito 1p 62g BIM 1278,2393 MERIDA SUR,YUCATÁN
4977,9,2214,1,1218,306426,1278,6,27.0,0,0.0,6,ISABEL,Nito 1p 62g BIM 1278,2393 MERIDA SUR,YUCATÁN
4978,5,2214,1,1108,4391898,1216,5,41.9,0,0.0,5,NO IDENTIFICADO,Roles Glass 2p 135g BIM 1216,2393 MERIDA SUR,YUCATÁN
4979,9,2214,1,1212,1840026,1216,2,16.76,0,0.0,2,LOS 3 HERMANOS,Roles Glass 2p 135g BIM 1216,2393 MERIDA SUR,YUCATÁN
4980,3,2214,1,1203,4214001,1150,2,27.92,0,0.0,2,NO IDENTIFICADO,Medias Noches 8p 340g BIM 1150,2393 MERIDA SUR,YUCATÁN
4981,5,2214,1,1005,2291069,1150,6,83.76,0,0.0,6,LA GUADALUPANA,Medias Noches 8p 340g BIM 1150,2393 MERIDA SUR,YUCATÁN
4982,8,2214,1,1009,309870,1150,2,27.92,0,0.0,2,LA CONCHITA,Medias Noches 8p 340g BIM 1150,2393 MERIDA SUR,YUCATÁN
4983,7,2214,1,1012,8224672,1182,11,153.34,0,0.0,11,DON PAQUITO,Tostado 210g CU BIM 1182,2393 MERIDA SUR,YUCATÁN
4984,5,2214,1,5004,4404549,72,6,22.2,0,0.0,6,NO IDENTIFICADO,Div Tira Mini Doradita 4p 45g TR 72,2393 MERIDA SUR,YUCATÁN
4985,4,2214,1,4402,8410447,37057,4,30.0,0,0.0,4,COMERCIAL DELI,Choco Roles 2p 80g MLA 37057,2393 MERIDA SUR,YUCATÁN
4986,8,2214,1,1220,4394911,693,1,9.6,0,0.0,1,NO IDENTIFICADO,Tostada Plana 15p 175g MR 693,2393 MERIDA SUR,YUCATÁN
4987,9,2214,1,2802,924876,35452,3,13.32,0,0.0,3,MARY,Chocotorro Fresa 1p 50g SP MLA 35452,2393 MERIDA SUR,YUCATÁN
4988,9,2214,1,1201,7836078,1212,1,8.38,0,0.0,1,LOS DOS HERMANOS,Roles Canela 2p 120g BIM 1212,2393 MERIDA SUR,YUCATÁN
4989,5,2214,1,2811,4690352,5380,5,37.05,0,0.0,5,NO IDENTIFICADO,Pinguinos 2p 80g MLA 5380,2393 MERIDA SUR,YUCATÁN
4990,7,2214,1,4401,303236,5380,2,14.82,0,0.0,2,LOS 8 HERMANOS,Pinguinos 2p 80g MLA 5380,2393 MERIDA SUR,YUCATÁN
4991,9,2214,1,1004,2285193,6469,1,14.26,0,0.0,1,DOMICILIO PARTICULAR,Totopos 280g DH 6469,2393 MERIDA SUR,YUCATÁN
4992,9,2214,1,2801,4548157,30531,3,23.34,0,0.0,3,NO IDENTIFICADO,Principe 10p 106g Prom MLA 30531,2393 MERIDA SUR,YUCATÁN
4993,4,2214,1,2805,1200379,5000,4,21.12,0,0.0,4,EL FAISAN,Gansito 1p 50g CCharola MLA 5000,2393 MERIDA SUR,YUCATÁN
4994,6,2214,1,2811,4640759,5000,4,21.12,0,0.0,4,NO IDENTIFICADO,Gansito 1p 50g CCharola MLA 5000,2393 MERIDA SUR,YUCATÁN
4995,7,2214,1,4402,4077669,5000,12,63.36,0,0.0,12,D GABY,Gansito 1p 50g CCharola MLA 5000,2393 MERIDA SUR,YUCATÁN
4996,8,2214,1,4514,309618,5000,2,10.56,0,0.0,2,EL PEQUEÑO JESUS,Gansito 1p 50g CCharola MLA 5000,2393 MERIDA SUR,YUCATÁN
4997,5,2214,1,2105,306987,4085,6,36.9,0,0.0,6,EL SUNCHO,Triki Trakes 8p 69g MLA 4085,2393 MERIDA SUR,YUCATÁN
4998,6,2214,1,1105,2025541,42110,10,96.0,0,0.0,10,GENNY,Tortillinas 10p 255g Prom TR 42110,2393 MERIDA SUR,YUCATÁN
4999,3,2214,1,4404,17170,5328,3,24.45,0,0.0,3,TONITO,Submarinos Vainilla 3p 105g SP MLA 5328,2393 MERIDA SUR,YUCATÁN
5000,9,2214,1,1222,305730,47840,3,24.0,0,0.0,3,7 DE JUNIO,Tortilla Hna RB 10p 260g DH 47840,2393 MERIDA SUR,YUCATÁN
